Bestellnr,Autor/ Herausgeber,Titel,Verlag,Einband,Format,Gewicht in g,Auflage,Jahr,,Ort,Zustand (1-4),Sprachennr.,Sprache,ISBN,EAN,Seitenzahl/Umfang,Ihr Preis in €,zvab-Preis,Zustand-zvab,Illustrator,Übersetzer,Vor- oder Nachwort,Nachwort,weitere Mitwirkende,Untertitel,Originaltitel,aus der Reihe,Band,Schlagworte,Beschreibung,Zustandsbeschreibung,Lieferungsnr,Lieferant,Einkaufspreis in €,Aufgenommen am:,Menge,3860400644,Zustand-amazon,Standort,Kommission,Sparten-Nr.,Spartenbezeichnung,Einkaufsdatum,MwSt.,ebay,Notizen,Bild,alte Bestellnummer,ASIN,versandkennziffer,Höhe,Breite,Tiefe,Suche,ebay-ID,Titel-Autor-anzahl
23004,"Walker, Alice",Blüten sammeln unter Feuer - die Tagebücher 1965–2000,Ecco,illustierter Pappband (Hardcover),,800,"1. Auflage, deutsche Erstausgabe",2024,,Hamburg,2,1,Deutsch,,9783753000985,734+(2),16,Inhaltsverzeichnis unter http://d-nb.info/1302017470/04,,,aus dem amerikanischen Englisch von Cornelia Holfelder-von der Tann,,,herausgegeben von Vaerie Boyd,,Gathering blossoms under fire,,,"Literatur, Rhetorik, Literaturwissenschaft","mit Lesebändchen, - »Diese Tagebücher sind eine Offenbarung, ein Wegweiser und ein Geschenk für uns alle.« Tayari Jones - Von ihrer armutsgeprägten Kindheit im ländlichen Georgia bis hin zu ihrem Aufstieg zu einer feministischen Vordenkerin blieb die gefeierte Dichterin und Schriftstellerin Alice Walker eine gewissenhafte Aufzeichnerin. Ihr weitverzweigtes Leben hat sie über einen Zeitraum von rund 50 Jahren in mehr als 65 Tagebüchern und Notizbüchern festgehalten. Blüten sammeln unter Feuer zeichnet ihre Entwicklung als Künstlerin, Menschenrechtsaktivistin und Intellektuelle nach, erzählt von beeindruckenden Momenten afroamerikanischer Geschichte. Das Persönliche verwebt sich in dieser Chronik eines beeindruckenden Lebens auf so vielschichtige wie aufschlussreiche Weise mit dem Politischen. - Die Tagebücher öffnen uns die intimen Gedanken und Gefühle einer beeindruckenden Schriftstellerin – als Frau, Afroamerikanerin, Ehefrau, Liebhaberin, Schwester, Tochter, Mutter und Weltbürgerin. - Mit zahlreichen Bildern und aktuellem Postskriptum von Alice Walker. - »Die Lektüre von Walkers Tagebüchern – Jahrzehnte von ungefilterten Gedanken, die uns eine komplexe Person offenbaren, sie uns mit all ihren Sorgen, Triumphen, Fehlern und ihrer Schönheit zeigen – fühlt sich an wie ein Augenblick der Heilung.«Honorée Fanonne Jeffers (Die Liebeslieder von W.E.B. Du Bois) - »Alice Alker schreibt auf wunderbare Weise über die Abweisung und die Anziehung von Intimität. Man muss ihren Idealismus bewundern, ihre Gabe als Schriftstellerin und ihren unersättlichen Hunger auf das Leben.« Daily Telegraph",minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,848,Briefe  - Tagebücher,,,,,Oktav,,,1,20,13,5,,,
23005,"Koppenfels, Martin von und Susanne Lange (Herausgeber)",Klingende Einsamkeit - kleine Anthologie spanischsprachiger Lyrik = Soledad sonora,C.H.Beck,illustierter Pappband (Hardcover),,330,,2023,,München,2,1,Deutsch,,9783406798122,187+(4),8,Inhaltsverzeichnis unter http://d-nb.info/1271137372/04,,,,,,,,,textura,,Spanische und portugiesische Literatur ; B Belletristik,"187 Seiten ; 21 cm, 277 g ; textura ; Der Kosmos der Lyrik in spanischer Sprache ist von einem unermesslichen Reichtum an Traditionen und Formen geprägt. Er umfasst jenen weiten Kulturraum, der Spanien mit Lateinamerika verbindet. Dieser Band versammelt Höhepunkte der spanischsprachigen Dichtung aus sechs Jahrhunderten. - Den Anfang bildet der leuchtende ""Herbst des Mittelalters"" auf der iberischen Halbinsel mit seiner hierzulande kaum bekannten höfischen Lyrik. Die spektakuläre Dichtung des Barock, des spanischen Goldenen Zeitalters, ist mit großen Namen wie Luis de Góngora, Lope de Vega und Calderón de la Barca vertreten. Den Aufbruch in die Moderne vollziehen dann José Martí aus Kuba und Rubén Darío aus Nicaragua, mit denen sich das spanischsprachige Amerika vom europäischen Mutterland emanzipiert. Die lyrischen Landschaften des 20. und beginnenden 21. Jahrhunderts werden in dieser kleinen Anthologie durch berühmte Autoren wie Federico García Lorca, Pablo Neruda und Octavio Paz und große Dichterinnen wie Alfonsina Storni und Amanda Berenguer repräsentiert. Dieser Band mit seinen glänzenden Übersetzungen ist eine Verführung zum Entdecken einer unvergleichlichen poetischen Welt. Alle Gedichte erscheinen zweisprachig spanisch-deutsch.",minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,11,sonstiges,,,,,Oktav,,,0,21,14,2,,,
23006,"Yelin, Barbara",Emmie Arbel - Die Farbe der Erinnerung,Reprodukt,illustierter Pappband (Hardcover),,1000,Erste Auflage,2023,,Berlin,2,1,Deutsch,,9783956403965,189+(2),18,,,,,,,,,,,,"Comics, Cartoons, Karikaturen, Ravensbrück, ",189 Seiten ; 25 cm x 19 cm ;  ; ,minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,2418,Cartoons - Karikaturen,,,,,Quart,,,1,26,20,3,,,
23007,"Nerdinger, Winfried","Architektur in Deutschland im 20. Jahrhundert - Geschichte, Gesellschaft, Funktionen",C.H. Beck,Leinen (Hardcover) im Schutzumschlag,,1600,,2023,,München,2,1,Deutsch,,9783406807107,816,35,Inhaltsverzeichnis unter http://d-nb.info/1283969823/04,,,,,,,,,Historische Bibliothek der Gerda Henkel Stiftung,,Deutschland ; Architektur ; Städtebau ; Geschichte 1890-1990 ; 720 Architektur,"816 Seiten : Illustrationen ; 25 cm, 1473 g ; Historische Bibliothek der Gerda Henkel Stiftung ; DAS STANDARDWERK ZUR ARCHITEKTUR IN DEUTSCHLAND IM 20. JAHRHUNDERT - Mit diesem Buch legt Winfried Nerdinger, renommierter und vielfach ausgezeichneter Architekturhistoriker, einen umfassenden Überblick zur Architektur in Deutschland im 20. Jahrhundert vor. Es sind 100 prägende Jahre, von Peter Behrens bis Günter Behnisch, vom Völkerschlachtdenkmal und Faguswerk bis zur Stalinallee und dem neuen Bundestag – 100 Jahre, in denen sich Deutschlands städtebauliches Bild prägend herausbildet. Erstmals werden hier Architektur und Städtebau im Zusammenhang der gesellschaftlichen, wirtschaftlichen und technischen Entwicklungen vorgestellt. - Der Schwerpunkt dieser Geschichte der Architektur in Deutschland liegt auf dem Zeitraum 1890 bis 1990 – vom Kaiserreich bis zur Wiedervereinigung. Die Umbrüche 1918/19, 1933 und 1945 verändern jeweils die äußeren Rahmenbedingungen, ab 1945 spaltet sich das Bauwesen in die Besatzungszonen auf und nach der Gründung von BRD und DDR 1949 werden die Entwicklungen in Ost und West von Konkurrenz und Konvergenz bestimmt. Mit der politischen Einigung verbinden sich die verschiedenen Architekturstränge wieder, das Jahr 1990 bildet daher eine wichtige Zäsur. Ein Ausblick auf die Zeit nach 1990 beschließt diese facettenreiche Sozial-, Wirtschafts-, Institutionen- und Technikgeschichte der Architektur. - Die hundert prägenden Jahre der Architektur in Deutschland zwischen 1890 bis 1990 - Die Grundlagen und Bedingungen der Architektur werden beleuchtet - Die Geschichte der Moderne wird miterzählt - Architektur als Teil der deutschen Geschichte - Politische Ereignisse geben die Struktur vor","neuwertig, da nur zur Titelaufnahme aus der Folie entnommen",3434,Heine - ,"2,7",,1,,,,,37,"Architektur, Bauwesen ",,,,,Groß-Oktav,,,1,25,19,5,,,
23008,"Adjei-Brenyah, Nana Kwame",Chain-Gang All-Stars - Roman,Hoffmann und Campe,Pappband (Hardcover) im Schutzumschlag,,700,1. Auflage,2024,,Hamburg,2,1,Deutsch,,9783455017069,477+(2),15,,45356,,aus dem amerikanischen Englisch von Rainer Schmidt,,,,,,,,,Leseexemplar ISBN 9783455986723,minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,775,Aktuelle Bestseller ,,,,,Oktav,,,0,22,15,4,,,
23009,"Laestadius, Ann-Helén",Die Zeit im Sommerlicht - Roman,Hoffmann und Campe,Pappband (Hardcover) im Schutzumschlag,,700,1. Auflage,2024,,Hamburg,2,1,Deutsch,,9783455017083,479,15,,45386,,aus dem Schwedischen von Maike Barth und Dagmar Mißfeldt,,,,,,,,,Leseexemplar ISBN 9783455986730,minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,775,Aktuelle Bestseller ,,,,,Oktav,,,0,22,15,4,,,
23010,"Shelley, Mary (Wollstonecraft)",Frankenstein (manuscript),SP Books - Editions des Saints Peres,mitternachtsblaue Leinenoptik (Hardcover) im passenden Schuber,,2500,,2018,,Cambremer,2,2,Englisch,,9791095457459,(328),150,,,,,,,,,,,,"KLASSIKER, WELTLITERATUR","Luxusausgabe ist von 1 bis 1000 nummeriert (hier Nr. 53) und wird in einem handgefertigten Schuber präsentiert, Auf Öko-Papier und mit Öko-Tinte gedruckt, mit den feinsten Stoffen gebunden, Fedrigoni Avorio Papier, Kapitalband und Lesebändchen",minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,795,Klassiker ,,,,,Quart,,,1,35,25,5,,,
23011,"Binnerts, Paul",Das Lügenlabyrinth - Roman,Arco,illustierter Pappband (Hardcover),,750,Deutsche Erstausgabe,2022,,Wuppertal,2,1,Deutsch,,9783965870451,512+(4),15,Inhaltsverzeichnis unter http://d-nb.info/1258624990/04,,,aus dem Niederländischen von Ulrich Faure,,,,,,,,Literatur in anderen germanischen Sprachen ; B Belletristik,"mit Lesebändchen, Es gibt eine Erinnerung, die Paul Binnerts von seinem Vater geblieben ist. Die Erinnerung an ein Kästchen – darin der »gelbe Stern«, der auf seiner Frau, Pauls Mutter, lastete. Aber nach dem Tod des Vaters verschwand, was sich dem Sohn eingeprägt hat, als wäre es eine Täuschung. Da gelangt ein grüner Ordner in seinen Besitz: Was sich darin findet, spiegelt Erfahrungen seiner Eltern. Und wirft Fragen auf. Die Antworten auf sie sucht Paul Binnerts … und findet den Roman seines Vorlebens und seiner ersten Lebensjahre. Langsam füllen sich die Leerstellen, und er erzählt die Geschichte, die es war oder nicht war, aber die es hätte sein können. - Es ist die Geschichte des jungen Bert Meijer van Leer und der Seinen. Es ist die Geschichte seines Motorrads, einer funkelnagelneuen Zünddapp 600, deutsches Fabrikat. Und es ist die Geschichte, die ab dem 10. Mai 1940 mit der deutschen Wehrmacht über Den Haag und die Niederlande hereinbricht wie aus heiterem Himmel. - Die deutschen Besatzer errichten ein Lügenlabyrinth, mit dem sie immerzu täuschen. Und Bert lernt blitzschnell das gefährliche Spiel mit der Unwahrheit. Die Deutschen, die nicht ahnen, daß er Jude ist, halten ihn auf der Jagd nach Kunstschätzen für einen gewitzten, geschäftstüchtigen Partner bei der Ausbeutung der Holländer. Und für viele Juden wird er wiederum zum Hoffnungsträger, ihr Hab und Gut, Leib und Leben retten zu können. Denn es wird bald zur Frage über Leben und Tod, wer man ist oder vielmehr: wie jüdisch man ist. - Am Ende geht es nur noch um sie selbst – um Bert und seine nicht-jüdische Frau Lien, um seine Schwester Emmeke und den Schwager Joost, um deren kleines Kind, um ihre alte Mutter. Alle sehr verschieden, suchen sie nach Wegen, sich zu wehren und am Leben zu bleiben. - Das Lügenlabyrinth ist eines ungewöhnlichsten Bücher, die je über die Schoah geschrieben wurden. Es ist Dokument einer Spurensuche des Verfassers und zugleich historische Chronik wie Fiktion. Eine Erfindung von höchster Wahrheit. Die gesicherte Familiengeschichte des Paul Binnerts und das Leben seiner Romanfiguren fließen ineinander, und entfalten einen Sog, ihr Schicksal zu erfahren.",minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,775,Aktuelle Bestseller ,,,,,Oktav,,,0,22,14,4,,,
23012,"Poe, Edgar Allan",Gordon Pym - umständlicher Bericht des Arthur Gordon Pym von Nantucket,Büchergilde Gutenberg,geprägtes Leinen (Hardcover) im Schutzumschlag,,720,Erste Auflage,1980,,Frankfurt am Main,2,1,Deutsch,3763224580,,254+(2),10,,,bebildert mit 39 Farbzeichnungen und 15 Holzschnitten von Jürgen Wölbing,nach der phantastischen Übertragung von Arno Schmidt,,,,,The narrative of Arthur Gordon Pym of Nantucket <dt.>,,,Abenteuerreise ; Belletristische Darstellung ; 810 Englische Literatur Amerikas ; B Belletristik,teils farbig illustriert,"leicht berieben und bestoßen mit kleinen Randläsuren, ",3434,Heine - ,"2,7",,1,,,,,795,Klassiker ,,,,,Groß-Oktav,,,0,25,17,3,,,
23013,"Pul?kina, Il?za Maksimil?janovna und J. B. Sachava-Nekrasova",Russisch - praktische Grammatik mit Übungen,Russkij Jazyk + Otto Sagner,Kunststoff (Hardcover),,720,"4., verb. Aufl.",1995,,Moskau + München,2,1,Deutsch,3876906105,,608,30,,,,aus dem Russischen übersetzt von L. Galansa,,,,,,,,Russisch ; Grammatik ; 57 Slawische und baltische Sprach- und Literaturwissenschaft,608 S. ; 22 cm ;  ; ,"leicht berieben und bestoßen, leicht nachgedunkelt/gebräunt, ",3434,Heine - ,"2,7",,1,,,,,770,Fremdsprachen ,,,,,Groß-Oktav,,,0,23,15,4,,,
23014,"Lessing, Theodor",Kultur und Nerven - kleine Schriften 1908-1909 - Band 1+2 (komplett),Wallstein,Gewebe (Hardcover) mit Schutzumschlägen im Schuber,,2600,Erste Auflage,2021,,Göttingen,2,1,Deutsch,,9783835336117,902 + 1018,50,,,,,,,herausgegeben und kommentiert von Rainer Marwedel,Band 1: Texte + Band 2: Kommentar,,"Theodor Lessing, Schriften in Einzelausgaben",,Philosophie,"2 Bände ; 23 cm, 2493 g ; Theodor Lessing: Schriften in Einzelausgaben, 1933 : Verfasser : 2006 ; ",minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,378,Philosophie,,,,,Groß-Oktav,,,1,24,16,12,,,
23015,"Theissen, Siegfried",Falsche Freunde: Deutsch - Englisch,Buske,Broschur (Paperback),,150,,2023,,Hamburg,2,1,Deutsch,,9783967693096,89+(2),6,Inhaltsverzeichnis unter http://d-nb.info/1278187456/04,,,,,,,,,,,Englisch ; 430 Deutsch,"Zielgruppe: Lernende und Studierende aller Niveaustufen, Übersetzerinnen und Übersetzer, die Irrtümer im Sprachgebrauch vermeiden möchten. - Konzeption: Ein „Falscher Freund“ ist laut Duden ein „in mehreren Sprachen in gleicher oder in ähnlicher Form vorkommendes Wort, das jedoch von Sprache zu Sprache verschiedene Bedeutungen hat (was häufig Anlass zu falschem Gebrauch und zu Übersetzungsfehlern ist)“. Zu rund 550 Wortpaaren Deutsch–Englisch werden sie in diesem Band erstmals mit Beispielsätzen präsentiert. Berücksichtigt sind alle „Falschen Freunde“, die zur selben grammatischen Kategorie gehören: Substantive werden mit Substantiven, Adjektive mit Adjektiven und Verben mit Verben verglichen. Bei den Bedeutungen jedes Wortes werden jeweils die markantesten aufgeführt.","leicht berieben und bestoßen mit kleinen Randläsuren, ",3434,Heine - ,"2,7",,1,,,,,770,Fremdsprachen ,,,,,Oktav,,,0,19,13,1,,,
23016,"Adams, Douglas",Per Anhalter durch die Galaxis - Roman,Kein & Aber,Broschur (Paperback) mit dreiseitigem Farbschnitt,,280,13. Auflage,2023,,Zürich,2,1,Deutsch,,9783036959542,233+(6),8,,,,aus dem Englischen von Benjamin Schwarz,,,,,Douglas Adams: The hitchhiker's guide to the galaxy,Kein & Aber Pocket,,Englische Literatur ; B Belletristik,"erster Band der fünfbändigen intergalaktischen Trilogie: Douglas Adams: Per Anhalter durch die Galaxis, 1. Band; 1979 © ","leicht berieben und bestoßen, leicht schief gelesen",3434,Heine - ,"2,7",,1,,,,,795,Klassiker ,,,,,Oktav,,,0,19,12,2,,,
23017,"Roth, Markus",Die 101 wichtigsten Fragen - Holocaust,C.H. Beck,Broschur (Paperback),,200,Originalausgabe,2021,,München,2,1,Deutsch,,9783406777370,143,6,Inhaltsverzeichnis unter http://d-nb.info/1231006633/04,,,,,,,,,C.H. Beck Paperback,7050,Judenvernichtung ; 940 Geschichte Europas,"143 Seiten ; 20 cm, 151 g ; C.H. Beck Paperback ; 7050 ; DAS DUNKELSTE KAPITEL DER DEUTSCHEN GESCHICHTE - Wen sahen die Nationalsozialisten als Juden an? War Hitlers ""Mein Kampf"" ein Fahrplan für den Holocaust? Mussten alle Juden einen gelben Stern tragen? Warum hat man die Vernichtungslager im besetzten Polen errichtet? Ermordeten die Nationalsozialisten die Juden, um an ihren Besitz zu kommen? Und wussten die Deutschen wirklich nichts vom Holocaust? - Der Holocaust ist ein Menschheitsverbrechen, das uns bis heute nicht loslässt. Sechs Millionen Jüdinnen und Juden wurden ermordet, mehr als die Hälfte von ihnen in Vernichtungslagern. Die Erinnerung wachzuhalten, gehört zu den wichtigsten Aufgaben der politischen Bildung in Deutschland. Markus Roth erschließt dieses dunkelste Kapitel der deutschen Geschichte in 101 Fragen, die einen Einstieg liefern in Vorgeschichte, Ablauf und Folgen des Holocaust. - Das vielleicht wichtigste Thema der politischen Bildung in Deutschland - Eine leicht zugängliche Einführung in 101 Fragen - Vorgeschichte, Ablauf und Folgen des Holocaust - ",minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,1216,Drittes Reich ,,,,,Oktav,,,0,20,13,1,,,
23018,"Fellinger, Raimund (Herausgeber)",Über Uwe Johnson,Suhrkamp,Broschur (Paperback),,300,Erste Auflage,1992,,Frankfurt am Main,2,1,Deutsch,3518118218,,386,8,Inhaltsverzeichnis unter https://d-nb.info/930206231/04,,,,,,,,,Edition Suhrkamp Leipzig,"1821 = N.F., Bd. 821",,,"leicht berieben und bestoßen, gekennzeichnetes Mängelexemplar (oft ohne tatsächliche Mängel außer dem aufgebrachten Stempel), ",3434,Heine - ,"2,7",,1,,,,,1348,Schriftsteller/innen ,,,,,Klein-Oktav,,,0,18,11,2,,,
23019,"Mackowiak, Klaus",Kann Spuren von Latein enthalten - kleines Lexikon deutscher Wörter lateinischer Herkunft - von abkanzeln bis Zwiebel,C.H. Beck,Broschur (Paperback),,250,Originalausgabe,2023,,München,2,1,Deutsch,,9783406808555,173,8,Inhaltsverzeichnis unter http://d-nb.info/1283970333/04,,,,,,,,,,,Deutsch ; Lehnwort ; Etymologie ; Latein ; 430 Deutsch ; 470 Latein,"173 Seiten ; 20 cm, 178 g ;  LATEIN IST ÜBERALL: ÜBERRASCHENDE WORTGESCHICHTEN VON ESEL BIS FLEGEL - Sind wir mit unserem Latein am Ende? Keinesfalls! Bunt und krass, impfen und kungeln, Esel und Flegel: All das sind nur scheinbar solide deutsche Wörter, denn in Wahrheit stammen sie aus dem Lateinischen. Klaus Mackowiak stellt die schönsten, gängigsten, überraschendsten solcher Wörter vor und erzählt ihre Geschichten – fundiert und launig (von luna = Mond). - Fremdwörter wie Abstraktion und Advokat, Tinktur und Tortur protzen quasi damit, dass sie vom edlen Latein abstammen. Geheimnisvoller sind die Wörter, denen Klaus Mackowiak hier ihren Auftritt verschafft: Lehnwörter, die aus dem Lateinischen kommen, aber im Laufe der Jahrhunderte bis zur Unkenntlichkeit eingedeutscht wurden. Sie bevölkern unsere Häuser (Fenster, Kamin, Keller) und Küchen (Kirsche, Kohl, Wein), unsere Kirchen und Schulen und viele andere Bereiche des Lebens. Klaus Mackowiak geht ihnen auf den etymologischen Grund – und stellt dabei fest, dass ihre Geschichte oft nicht erst mit dem Lateinischen beginnt, sondern schon viel früher, bei den Etruskern oder Griechen, Arabern oder Ägyptern. Doch ob nüchtern, turtelnd oder torkelnd – in allen von uns steckt auf jeden Fall ein echter Lateiner! - Die verborgenen Ursprünge unserer Wörter - Unterhaltsam und aufschlussreich - Für alle Sprachliebhaber und Lateinfans",minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,284,sonstiges,,,,,Oktav,,,0,20,13,2,,,
23020,"Burkhardt, Armin",Wörterbuch der Fußballsprache,Verlag Die Werkstatt,Broschur (Paperback),,460,,2006,,Göttingen,2,1,Deutsch,3895335304,,360,8,Inhaltsverzeichnis unter https://d-nb.info/977583937/04,,,,,,,,,,,Fußball ; Wörterbuch ; Sport,"Fußballer pflegen eine ganz eigene Sprache. Wenn dort jemand „abzieht“, dann geht er nicht von dannen, sondern schießt kräftig auf des Gegners Tor. Wenn jemand „gebracht“ wird, dann trägt man ihn nicht herbei, sondern schickt ihn aufs Spielfeld. Und dann gibt’s noch solche merkwürdigen Wortschöpfungen wie die „Minuskulisse“. Begriffsklärung also tut Not, für Fußballeinsteiger sowieso, aber auch für eingefleischte Fans, denen manch selten benutzter Begriff oder manche etymologische Herleitung sicherlich noch unbekannt ist. Armin Burkhardt hat rund 1.600 einschlägige Stichworte zusammengetragen und erläutert sie ebenso augenzwinkernd wie wissenschaftlich exakt. Konkrete Textbeispiele aus der Sportpublizistik liefern zusätzliches Anschauungsmaterial.","leicht berieben und bestoßen, Rückenknick",3434,Heine - ,"2,7",,1,,,,,1972,Schach ,,,,,Oktav,,,0,21,13,3,,,
23021,"Walser, Robert",Seeland,Suhrkamp,Broschur (Paperback),,340,Erste Auflage,2022,,Berlin,2,1,Deutsch,,9783518430958,239,18,Inhaltsverzeichnis unter http://d-nb.info/125458949x/04,,,,,,herausgegeben von Bernhard Malkmus und Peter Stocker,,,"Robert Walser: Werke, Berner Ausgabe",17,Deutsche Literatur ; B Belletristik,"239 Seiten : Illustrationen ; 21 cm, 294 g ; Robert Walser: Werke, 1956 : Verfasser : 2018 ; Band 17 ; Mit Seeland (1920) schuf Robert Walser die bedeutendste seiner Prosasammlungen – ein außerordentlicher Band mit sechs längeren bilderreichen wie stimmungsvollen Erzählungen: »Leben eines Malers«, »Reisebericht«, »Naturstudie«, »Der Spaziergang«, »Das Bild des Vaters« und »Hans«. Es ist das Buch einer Landschaft. Das Seeland bei Biel, wo Walser aufgewachsen ist und wo er lange Jahre als Schriftsteller gearbeitet hat, verwandelt sich in einen synästhetischen Erlebnisraum. Spaziergänger, romantische Träumer und ziellos Suchende sind seine natürlichen Bewohner und erleben hier flüchtige Momente des Glücks. Walsers literarische Darstellung von Natur und Umwelt wird im Nachwort erstmals unter dem Blickwinkel des ›Nature Writing‹ beleuchtet. ",minimale Lagerspuren,3434,Heine - ,"2,7",,1,,,,,1897,Gesamtausgaben ,,,,,Oktav,,,0,21,13,2,,,
23022,"Walser, Robert",Komödie,Suhrkamp,Broschur (Paperback),,230,Erste Auflage,2022,,Berlin,2,1,Deutsch,,9783518430941,156,15,Inhaltsverzeichnis unter http://d-nb.info/1254590374/04,,,,,,herausgegeben von Marion Gees und Lucas Marco Gisi,,,"Robert Walser: Werke, Berner Ausgabe",16,Deutsche Literatur ; B Belletristik,"156 Seiten : Illustrationen ; 21 cm, 194 g ; Robert Walser: Werke, 1956 : Verfasser : 2018 ; Band 16 ; »Die Knaben«, »Dichter«, »Aschenbrödel« und »Schneewittchen« – vier szenische Texte umfasst die Sammlung Komödie (1920). Nur für »künstlerisch genießende Erwachsene« seien die Märchenadaptionen geeignet, warnte Robert Walser. Walter Benjamin beschrieb »Schneewittchen« als »eines der tiefsinnigsten Gebilde der neueren Dichtung«. – Die ›Knaben‹ gebärden sich wie Melancholiker und kleine Philosophen, fassen den Entschluss, Männer zu werden, und doch stirbt einer an Todessehnsucht. Daneben tragen ›Dichter‹ einen Kollegen zu Grabe, der sich trotz seines Erfolges das Leben genommen hat, während eine Dichterin amüsiert von einer Schar von Verehrern träumt, die sich auf absonderliche Art ungehemmt vermehren.",minimale Lagerspuren,3434,Heine - ,"2,7",,2,,,,,1897,Gesamtausgaben ,,,,,Oktav,,,0,21,13,2,,,
23023,"Figes, Orlando",Die Flüsterer - Leben in Stalins Russland,Berlin Verlag,Pappband (Hardcover) im Schutzumschlag,,1300,2. Auflage,2008,,Berlin,2,1,Deutsch,,9783827007452,1036+(4),10,Inhaltsverzeichnis unter http://d-nb.info/98823310x/04,,,Aus dem Engl. von Bernd Rullkötter,,,,,The whisperers <dt.>,,,Sowjetunion ; Stalinismus ; Alltag ; Bevölkerung ; Privatleben ; Geschichte 1917-1953 ; 940 Geschichte Europas,"mit Lesebändchen, ","leicht berieben und bestoßen,",3436,Thiele - ,"1,2",,1,,,,,818,Europa,,,,,Oktav,,,1,22,15,7,,,
23024,"Shand, Mark",Wilde Hunde beißen nicht - eine abenteuerliche Flussreise entlang des Brahmaputra,Frederking und Thaler,Pappband (Hardcover) im Schutzumschlag,,650,,2003,,München,2,1,Deutsch,3894056118,,333+(2),10,,,,Aus dem Engl. von Klaus Pemsel,,,,,River dog <dt.>,,,"Brahmaputratal ; Reisebericht ; 61 Geographie, Heimat- und Länderkunde, Reisen",mit 16 farbigen Abbildungsseiten,"leicht berieben und bestoßen,",3436,Thiele - ,"1,2",,1,,,,,1365,Reiseerzählungen ,,,,,Groß-Oktav,,,0,23,15,3,,,
23025,"Schoenberg, Robert J.",Al Capone - die Biographie,vgs,Pappband (Hardcover) im Schutzumschlag,,1000,1. Auflage,1994,,Köln,2,1,Deutsch,3802522621,,525+(2),10,,,,Aus dem Amerikan. von Wolfgang Neuhaus und Peter A. Schmidt,,,,,Mr. Capone <dt.>,,,Al Capone ; Biographie ; 19 Recht,525 S. : Ill. ; 24 cm ;  mit 24 nicht paginierten Abbildungsseiten,"leicht berieben und bestoßen mit kleinen Randläsuren, ",3436,Thiele - ,"1,2",,1,,,,,548,weitere,,,,,Groß-Oktav,,,1,24,17,5,,,
23026,"Goethe, Johann Wolfgang von",Goethes unbekannte erotische Epigramme,Melchior,illustrierter Original-Pappband (Hardcover),,330,"Nachdr. der Privatausg. für den Markuskreis, 1924",2009,,Wolfenbüttel,2,1,Deutsch,,9783941555082,79,10,,,mit Radierungen nach des Dichters Sammlung erotischer Gemmen von Carl Heinz Roon,,,,,,,Edition ars amandi,,Deutsche Literatur ; B Belletristik,"79 S. : zahlr. Ill. ; 22 cm ; Edition ars amandi ; Nachdr. der Privatausg. für den Markuskreis, 1924","leicht berieben und bestoßen, ",3436,Thiele - ,"1,2",,1,,,,,830,Erotika ,,,,,Oktav,,,0,22,15,1,,,
23027,"Giese, Alexander",Licht der Freiheit - Roman eines Freimaurers,Langen Müller,Pappband (Hardcover) im Schutzumschlag,,600,,1993,,München,2,1,Deutsch,3784424376,,352,10,,,,,,,,,,,,Martin Joseph Prandstätter ; Belletristische Darstellung; Wien ; Freimaurerei ; Französische Revolution ; Belletristische Darstellung ; 59 Belletristik,352 S. ; 22 cm ;  ; ,"leicht berieben und bestoßen, ",3436,Thiele - ,"1,2",,1,,,,,773,Kulturgeschichte ,,,,,Oktav,,,0,22,15,4,,,
23028,"Hohlbein, Wolfgang",Die Chronik der Unsterblichen 10 - Göttersterben,vgs (Egmont),Pappband (Hardcover) im Schutzumschlag,,750,2. Auflage,2008,,Köln,2,1,Deutsch,,9783802517938,491+(12),10,,,,,,,,,,,,,"Zahlreiche Abenteuer haben die Fans mit den beiden Unsterblichen Andrej und Abu Dun auf der Jahrhunderte währenden Suche nach ihrer vampyrischen Herkunft bereits durchlitten und durchlebt. Der 10. Band der „Chronik der Unsterblichen“, die sich gleichermaßen zum Mega- wie zum Longseller entwickelt hat, begleitet die beiden charismatischen Helden auf ihrem letzten Weg auf bekanntem Terrain und klärt einige Fragen, die die Fans der Reihe schon lange beschäftigen. 2009 wird es eine Wiederbegegnung mit beiden in einem neuen Setting geben. Überraschungen nicht ausgeschlossen!","leicht berieben und bestoßen mit kleinen Randläsuren, ",3436,Thiele - ,"1,2",,1,,,,,775,Aktuelle Bestseller ,,,,,Oktav,,,1,22,14,5,,,
